ds,y,t-168Mod,Lunes12_17,Accup
2020-07-09 03:00:00,33.192,59.405,False,False
2020-07-09 04:00:00,65.963,51.675,False,False
2020-07-09 05:00:00,102.159,75.195,False,False
2020-07-09 06:00:00,201.949,167.036,False,True
2020-07-09 07:00:00,330.452,353.559,False,False
2020-07-09 08:00:00,508.011,426.942,False,False
2020-07-09 09:00:00,507.201,494.784,False,False
2020-07-09 10:00:00,515.397,547.36,False,True
2020-07-09 11:00:00,585.945,578.26,False,False
2020-07-09 12:00:00,669.39,623.2314,False,False
2020-07-09 13:00:00,738.042,615.886,False,True
2020-07-09 14:00:00,746.396,500.10029999999995,False,False
2020-07-09 15:00:00,682.167,655.184,False,False
2020-07-09 16:00:00,623.481,613.801,False,True
2020-07-09 17:00:00,644.472,869.076,False,False
2020-07-09 18:00:00,867.608,676.971,False,False
2020-07-09 19:00:00,743.261,526.5221,False,False
2020-07-09 20:00:00,777.848,621.081,False,False
2020-07-09 21:00:00,478.059,367.254,False,True
2020-07-09 22:00:00,359.508,258.086,False,False
2020-07-09 23:00:00,172.917,214.79,False,False
2020-07-10 00:00:00,202.555,149.71,False,False
2020-07-10 01:00:00,120.351,130.31040000000002,False,True
2020-07-10 02:00:00,101.627,34.6605,False,False
2020-07-10 03:00:00,58.108,49.621,False,False
2020-07-10 04:00:00,72.688,54.719,False,False
2020-07-10 05:00:00,120.49,107.069,False,False
2020-07-10 06:00:00,242.723,207.848,False,False
2020-07-10 07:00:00,383.969,392.504,False,False
2020-07-10 08:00:00,425.992,488.059,False,True
2020-07-10 09:00:00,620.817,476.4694,False,False
2020-07-10 10:00:00,487.326,325.59729999999996,False,False
2020-07-10 11:00:00,528.747,479.267,False,False
2020-07-10 12:00:00,662.843,579.1137,False,False
2020-07-10 13:00:00,710.448,607.28,False,False
2020-07-10 14:00:00,884.836,436.33379999999994,False,False
2020-07-10 15:00:00,686.499,838.712,False,False
2020-07-10 16:00:00,733.032,645.5009,False,False
2020-07-10 17:00:00,583.783,426.63530000000003,False,False
2020-07-10 18:00:00,587.131,613.9661,False,False
2020-07-10 19:00:00,748.196,561.8612999999999,False,True
2020-07-10 20:00:00,930.958,710.766,False,False
2020-07-10 21:00:00,549.692,545.342,False,False
2020-07-10 22:00:00,400.729,326.856,False,False
2020-07-10 23:00:00,252.27,217.65370000000001,False,False
2020-07-11 00:00:00,332.532,181.79489999999998,False,False
2020-07-11 01:00:00,192.295,211.438,False,False
2020-07-11 02:00:00,110.798,98.667,False,False
2020-07-11 03:00:00,88.818,77.44,False,True
2020-07-11 04:00:00,54.493,75.931,False,False
2020-07-11 05:00:00,60.919,63.588,False,False
2020-07-11 06:00:00,105.97,104.002,False,False
2020-07-11 07:00:00,120.046,161.758,False,False
2020-07-11 08:00:00,193.216,192.565,False,False
2020-07-11 09:00:00,330.901,297.464,False,False
2020-07-11 10:00:00,362.151,376.0504,False,False
2020-07-11 11:00:00,366.501,251.78789999999998,False,True
2020-07-11 12:00:00,331.416,546.3381,False,False
2020-07-11 13:00:00,427.62,307.19849999999997,False,False
2020-07-11 14:00:00,441.281,544.9554,False,True
2020-07-11 15:00:00,353.278,281.43219999999997,False,False
2020-07-11 16:00:00,324.173,451.495,False,False
2020-07-11 17:00:00,469.143,462.512,False,False
2020-07-11 18:00:00,480.537,529.735,False,False
2020-07-11 19:00:00,571.267,520.056,False,False
2020-07-11 20:00:00,595.776,578.783,False,False
2020-07-11 21:00:00,447.907,554.917,False,False
2020-07-11 22:00:00,375.054,244.51839999999999,False,False
2020-07-11 23:00:00,147.285,208.512,False,False
2020-07-12 00:00:00,219.825,246.882,False,False
2020-07-12 01:00:00,135.066,183.702,False,True
2020-07-12 02:00:00,99.781,79.931,False,False
2020-07-12 03:00:00,58.934,81.287,False,False
2020-07-12 04:00:00,42.839,73.27,False,False
2020-07-12 05:00:00,69.143,65.099,False,False
2020-07-12 06:00:00,78.408,105.251,False,False
2020-07-12 07:00:00,42.057,77.448,False,False
2020-07-12 08:00:00,90.702,87.056,False,False
2020-07-12 09:00:00,155.075,119.042,False,False
2020-07-12 10:00:00,269.299,180.64899999999997,False,True
2020-07-12 11:00:00,281.347,262.624,False,False
2020-07-12 12:00:00,279.948,370.399,False,False
2020-07-12 13:00:00,303.966,348.45799999999997,False,False
2020-07-12 14:00:00,343.655,231.79309999999998,False,False
2020-07-12 15:00:00,252.008,274.792,False,False
2020-07-12 16:00:00,285.677,318.194,False,False
2020-07-12 17:00:00,301.634,247.209,False,False
2020-07-12 18:00:00,337.116,370.09940000000006,False,False
2020-07-12 19:00:00,408.26,257.8058,False,False
2020-07-12 20:00:00,228.496,354.18570000000005,False,False
2020-07-12 21:00:00,274.53,224.69229999999996,False,False
2020-07-12 22:00:00,196.887,348.1313,False,False
2020-07-12 23:00:00,147.767,72.8028,False,True
2020-07-13 00:00:00,103.487,154.1155,False,False
2020-07-13 01:00:00,57.376,64.939,False,False
2020-07-13 02:00:00,26.491,62.837,False,False
2020-07-13 03:00:00,54.35,54.241,False,False
2020-07-13 04:00:00,66.991,43.754,False,False
2020-07-13 05:00:00,124.51,92.496,False,False
2020-07-13 06:00:00,219.919,213.581,False,False
2020-07-13 07:00:00,428.606,398.033,False,False
2020-07-13 08:00:00,540.556,546.977,False,False
2020-07-13 09:00:00,477.515,521.438,False,False
2020-07-13 10:00:00,524.717,524.013,False,False
2020-07-13 11:00:00,469.754,524.3942000000001,False,False
2020-07-13 12:00:00,543.916,401.10699999999997,True,False
2020-07-13 13:00:00,616.345,693.9361,True,False
2020-07-13 14:00:00,798.142,648.6892999999999,True,False
